idx,k0,M,response_err
27,1,8,0.23801737676705234
28,3,8,0.28724949073316897
29,3,8,0.21053828627621024
30,0,8,0.26136185632344955
31,2,8,0.20556237498381125
32,-2,8,0.1917839875369638
33,4,8,0.2853463821848597
34,4,8,0.3241326501592867
35,2,8,0.23912050559295284
36,-2,8,0.17026188832193895
37,1,8,0.2127495813295899
38,-2,8,0.2227317457497764
39,4,8,0.2860644360587603
40,0,8,0.1681938463652464
41,0,8,0.19195790933885912
42,2,8,0.23395996316777878
43,1,8,0.1806736401934646
44,-4,8,0.2963239396528524
45,4,8,0.2689972930831535
46,1,8,0.20476808762906182
47,-3,8,0.18799032218805553
48,-4,8,0.35595422611339467
49,0,8,0.22244085559051313
50,-1,8,0.21741391786231162
51,0,8,0.17625168547123982
52,4,8,0.3887215169635717
53,0,8,0.19977496449809115
54,4,8,0.2514391430754192
55,-1,8,0.1775406541928569
56,3,8,0.23873042649055623
57,-3,8,0.32834710115751226
58,4,8,0.34269654832787644
59,1,8,0.18457341933626806
60,4,8,0.23562959582639942
61,3,8,0.26334026889012296
62,-1,8,0.22537449215893365
63,2,8,0.24519154358070405
64,1,8,0.16695673281244228
65,4,8,0.28311386232932834
66,0,8,0.1859350249588034
67,3,8,0.1867694161321406
68,-1,8,0.18111087423333386
69,1,8,0.291393340402208
70,-2,8,0.2596289438024538
71,-4,8,0.3820909395755855
72,0,8,0.145397703039
73,3,8,0.22564366722186338
74,1,8,0.22062867997641522
75,3,8,0.26524933039943793
76,4,8,0.28430170085266254
77,-3,8,0.23539855424762737
78,-4,8,0.3671806035151293
79,4,8,0.2889584848426575
80,-4,8,0.2446888859768153
81,-4,8,0.34752822722417354
82,0,8,0.16376947352323318
83,3,8,0.2794900677843185
84,1,8,0.1801402521831907
85,-3,8,0.2947299483372108
86,3,8,0.2702264931921572
87,4,8,0.29232148991275314
88,-4,8,0.33950181196297907
89,3,8,0.2667859648509133
90,-3,8,0.19180913949507017
91,-2,8,0.28780434963840373
92,4,8,0.25043849298601883
93,-3,8,0.2620345851472519
94,3,8,0.2178991864117344
95,3,8,0.2711926526494252
96,-4,8,0.26813215404718277
97,3,8,0.2090446914869419
98,1,8,0.17300019597000008
99,0,8,0.2047143115875836
100,3,8,0.2520702738306409
101,3,8,0.22261155168706187
102,3,8,0.24374471868079903
103,4,8,0.28817213563269656
104,1,8,0.22720031340871452
105,4,8,0.29836476595022693
106,4,8,0.35124658725627944
107,3,8,0.24330378361189045
108,-1,8,0.17619840584913973
109,-1,8,0.22132199951590484
110,1,8,0.24959712906582085
111,3,8,0.22155659899605568
112,-4,8,0.33367657564116077
113,4,8,0.30961584968684136
114,2,8,0.2324307279043242
115,0,8,0.16915476802171944
116,3,8,0.23186650946757326
117,0,8,0.20190524778957916
118,0,8,0.16551336224386243
119,-3,8,0.22478926950499004
120,1,8,0.30873713301036554
121,-1,8,0.24114924597753565
122,1,8,0.2898158266126013
123,3,8,0.2271786684826891
124,4,8,0.2825292260594245
125,-1,8,0.1959515503396386
126,-2,8,0.20872853659847426
127,4,8,0.3196012771658477
128,-3,8,0.2480800547203147
129,2,8,0.27468070716673615
130,-3,8,0.26156559787102246
131,-1,8,0.16838339615049805
132,-2,8,0.23065703658352943
133,3,8,0.25608755404707745
134,-1,8,0.21715354408155974
135,0,8,0.22460020348511087
136,3,8,0.24715811619892508
137,-1,8,0.19229960079230715
138,-1,8,0.19498850907835993
139,-2,8,0.21671845276756183
140,0,8,0.17608184671595137
141,-3,8,0.2680636251333364
142,-3,8,0.2690464575200932
143,-4,8,0.3335978158509351
144,1,8,0.2940473549578398
145,-1,8,0.16965350074293742
146,0,8,0.2643895261157081
147,-1,8,0.23551927420594096
148,-2,8,0.20347614288620366
149,0,8,0.18987485856595435
150,-1,8,0.24115282107448585
151,-1,8,0.3192570005025449
152,1,8,0.18134170904388242
153,1,8,0.1678785131952096
154,-1,8,0.18652824906559715
155,0,8,0.1545637617035375
156,-1,8,0.2374168384325314
157,2,8,0.22521665106516917
158,3,8,0.2038910777784245
159,2,8,0.24665510658160208
160,4,8,0.2698029262337247
161,2,8,0.3169714866155563
162,2,8,0.23678877447829338
163,2,8,0.29210605739380185
164,1,8,0.2359843167362989
165,3,8,0.2161835030512039
166,-4,8,0.43847511327296024
167,3,8,0.18498232246565988
168,-4,8,0.2597436946182251
169,-4,8,0.24498511770425668
170,2,8,0.29712111447004513
171,-4,8,0.30655671441708987
172,-4,8,0.3161509111989016
173,3,8,0.25136125697621964
174,3,8,0.23200683868564995
175,2,8,0.16614934408819396
176,-2,8,0.2164855927841099
177,-4,8,0.25716999533979734
178,4,8,0.2904230465307048
179,2,8,0.16840410566809547
180,4,8,0.25407920959502617
181,1,8,0.1863278225605473
182,3,8,0.2661664975692805
183,0,8,0.1808310759008822
184,-2,8,0.2673110923349143
185,1,8,0.38740565235771063
186,-3,8,0.2891601925730289
187,-1,8,0.2197117418280226
188,0,8,0.1972373555526228
189,3,8,0.24682307850988455
190,3,8,0.23120572525167338
191,3,8,0.28164548213288315
