idx,k0,seed,M,arm,response_err
14,-1,0,16,retrain,0.6079155928855684
14,-1,0,16,clip,0.6079155928855684
14,-1,1,2,retrain,1.041242479285224
14,-1,1,2,clip,1.10109959374512
14,-1,1,4,retrain,0.4583807265693854
14,-1,1,4,clip,0.9642809697946173
14,-1,1,8,retrain,0.24533211406913133
14,-1,1,8,clip,0.748200139200433
14,-1,1,12,retrain,0.31379745626697614
14,-1,1,12,clip,0.6962574346100706
14,-1,1,16,retrain,0.6545156295715746
14,-1,1,16,clip,0.6545156295715746
14,-1,2,2,retrain,1.0847074917098445
14,-1,2,2,clip,1.1246021934479513
14,-1,2,4,retrain,0.5118689727964065
14,-1,2,4,clip,1.000652458654894
14,-1,2,8,retrain,0.18408467130519712
14,-1,2,8,clip,0.7818479839763476
14,-1,2,12,retrain,0.2263455053642082
14,-1,2,12,clip,0.7295642072156506
14,-1,2,16,retrain,0.6884127642281624
14,-1,2,16,clip,0.6884127642281624
15,0,0,2,retrain,0.8929546688399663
15,0,0,2,clip,1.122033167947845
15,0,0,4,retrain,0.4546513080536309
15,0,0,4,clip,0.9379361036977503
15,0,0,8,retrain,0.22140261865838431
15,0,0,8,clip,0.731371280093267
15,0,0,12,retrain,0.21310596743349078
15,0,0,12,clip,0.6856489470203464
15,0,0,16,retrain,0.6459790014393127
15,0,0,16,clip,0.6459790014393127
15,0,1,2,retrain,0.9633994188440534
15,0,1,2,clip,1.1529734789130786
15,0,1,4,retrain,0.4765403082632255
15,0,1,4,clip,0.9358473017415155
15,0,1,8,retrain,0.18254974099930016
15,0,1,8,clip,0.7484032910412
15,0,1,12,retrain,0.2668302456645404
15,0,1,12,clip,0.6947154184704514
15,0,1,16,retrain,0.6559067543275895
15,0,1,16,clip,0.6559067543275895
15,0,2,2,retrain,0.9624770616830132
15,0,2,2,clip,1.0838723640255203
15,0,2,4,retrain,0.5007097323443864
15,0,2,4,clip,0.9001992395054996
15,0,2,8,retrain,0.1976218230712081
15,0,2,8,clip,0.7026051158446237
15,0,2,12,retrain,0.1998039834305621
15,0,2,12,clip,0.649908070930732
15,0,2,16,retrain,0.6122709423825892
15,0,2,16,clip,0.6122709423825892
16,1,0,2,retrain,1.2729965338377978
16,1,0,2,clip,1.0068352277429433
16,1,0,4,retrain,0.4858715711751882
16,1,0,4,clip,0.867367553047361
16,1,0,8,retrain,0.21325214773377765
16,1,0,8,clip,0.6995120034936281
16,1,0,12,retrain,0.2142761303341976
16,1,0,12,clip,0.6556733411182981
16,1,0,16,retrain,0.6194177097617601
16,1,0,16,clip,0.6194177097617601
16,1,1,2,retrain,1.0485177338205387
16,1,1,2,clip,1.0580880848493688
16,1,1,4,retrain,0.4356884715596128
16,1,1,4,clip,0.9214156779324372
16,1,1,8,retrain,0.2646280161945188
16,1,1,8,clip,0.7618967220573797
16,1,1,12,retrain,0.32445219368382033
16,1,1,12,clip,0.7135175396269223
16,1,1,16,retrain,0.6757504534942516
16,1,1,16,clip,0.6757504534942516
16,1,2,2,retrain,1.0970900080892891
