idx,k0,seed,M,arm,response_err
43,1,0,4,retrain,0.5379221011801087
43,1,0,4,clip,0.9558294542663551
43,1,0,8,retrain,0.1872061739424245
43,1,0,8,clip,0.7897622266991045
43,1,0,12,retrain,0.2439972059734993
43,1,0,12,clip,0.7390926419421201
43,1,0,16,retrain,0.7020700501187026
43,1,0,16,clip,0.7020700501187026
43,1,1,2,retrain,0.9220077194679489
43,1,1,2,clip,1.0940907058451392
43,1,1,4,retrain,0.4565614591614416
43,1,1,4,clip,0.9747232789495855
43,1,1,8,retrain,0.21889299942420462
43,1,1,8,clip,0.8073145036874954
43,1,1,12,retrain,0.2505363068486587
43,1,1,12,clip,0.7561497737320609
43,1,1,16,retrain,0.7182628120580098
43,1,1,16,clip,0.7182628120580098
43,1,2,2,retrain,1.0304581045529215
43,1,2,2,clip,1.0535323461140373
43,1,2,4,retrain,0.4387114315842043
43,1,2,4,clip,0.9348728841170745
43,1,2,8,retrain,0.19206072335325478
43,1,2,8,clip,0.7639283142306056
43,1,2,12,retrain,0.20830146116298356
43,1,2,12,clip,0.7136204032213024
43,1,2,16,retrain,0.6745424273468813
43,1,2,16,clip,0.6745424273468813
44,-4,0,2,retrain,1.0765452793764794
44,-4,0,2,clip,1.1148713952915776
44,-4,0,4,retrain,0.6689743637660441
44,-4,0,4,clip,1.104843136865689
44,-4,0,8,retrain,0.3900484975105488
44,-4,0,8,clip,0.6944077447860456
44,-4,0,12,retrain,0.2737827827038974
44,-4,0,12,clip,0.5475110134921488
44,-4,0,16,retrain,0.4888824195907239
44,-4,0,16,clip,0.4888824195907239
44,-4,1,2,retrain,0.9432235384776863
44,-4,1,2,clip,1.1438521305271867
44,-4,1,4,retrain,0.6315823799352922
44,-4,1,4,clip,1.1113605037648109
44,-4,1,8,retrain,0.364954379673464
44,-4,1,8,clip,0.6745220695975295
44,-4,1,12,retrain,0.2939183226205246
44,-4,1,12,clip,0.5417109383391652
44,-4,1,16,retrain,0.48748592984396893
44,-4,1,16,clip,0.48748592984396893
44,-4,2,2,retrain,1.0818337360697619
44,-4,2,2,clip,1.159645196343276
44,-4,2,4,retrain,0.6712231734700369
44,-4,2,4,clip,1.1312473840475596
44,-4,2,8,retrain,0.2982121981152682
44,-4,2,8,clip,0.6720364707674973
44,-4,2,12,retrain,0.26966940899224595
44,-4,2,12,clip,0.5186629177685367
44,-4,2,16,retrain,0.4521607668244527
44,-4,2,16,clip,0.4521607668244527
45,4,0,2,retrain,1.003788061392095
45,4,0,2,clip,1.1159151171583652
45,4,0,4,retrain,0.6316416746312415
45,4,0,4,clip,1.0894705513398326
45,4,0,8,retrain,0.32576690145434306
45,4,0,8,clip,0.6706478012789971
45,4,0,12,retrain,0.23854223979111497
45,4,0,12,clip,0.5244240166551943
45,4,0,16,retrain,0.4667915243775789
45,4,0,16,clip,0.4667915243775789
45,4,1,2,retrain,0.8996806633732903
45,4,1,2,clip,1.1709750581070708
45,4,1,4,retrain,0.6230404709860649
45,4,1,4,clip,1.1186023678872048
45,4,1,8,retrain,0.2714783101519693
45,4,1,8,clip,0.6547161579396252
45,4,1,12,retrain,0.2530343310300186
45,4,1,12,clip,0.5260408442624792
45,4,1,16,retrain,0.46774272472246015
45,4,1,16,clip,0.46774272472246015
45,4,2,2,retrain,0.9811350920653782
45,4,2,2,clip,1.1644427993686137
45,4,2,4,retrain,0.6137222118866916
45,4,2,4,clip,1.1284008702404433
45,4,2,8,retrain,0.27927135395341934
45,4,2,8,clip,0.6697654825167687
45,4,2,12,retrain,0.2408944738758318
45,4,2,12,clip,0.5271023021166537
45,4,2,16,retrain,0.46521552506684494
45,4,2,16,clip,0.46521552506684494
46,1,0,2,retrain,1.0782513660194886
46,1,0,2,clip,1.1209223886691784
46,1,0,4,retrain,0.5247895894344466
46,1,0,4,clip,0.9776145277970745
46,1,0,8,retrain,0.19914282552380816
46,1,0,8,clip,0.7681568877892594
46,1,0,12,retrain,0.22376940252895755
46,1,0,12,clip,0.7055570982369487
46,1,0,16,retrain,0.6656831451722942
46,1,0,16,clip,0.6656831451722942
46,1,1,2,retrain,0.9562750177407319
46,1,1,2,clip,1.167488701875014
46,1,1,4,retrain,0.49549065649793994
46,1,1,4,clip,1.0103501065352303
46,1,1,8,retrain,0.20879091432440755
46,1,1,8,clip,0.810588138515551
46,1,1,12,retrain,0.2867521900415278
46,1,1,12,clip,0.754084688636469
46,1,1,16,retrain,0.7140118997576228
46,1,1,16,clip,0.7140118997576228
46,1,2,2,retrain,1.1134033635116074
46,1,2,2,clip,1.116905799208008
46,1,2,4,retrain,0.5124251382440327
46,1,2,4,clip,0.9800255615046947
46,1,2,8,retrain,0.20538680193541234
46,1,2,8,clip,0.7718855195775416
46,1,2,12,retrain,0.2224231243769338
46,1,2,12,clip,0.71559044810372
46,1,2,16,retrain,0.6735202762680303
46,1,2,16,clip,0.6735202762680303
47,-3,0,2,retrain,1.0992298027763374
47,-3,0,2,clip,1.0919577250632975
47,-3,0,4,retrain,0.5693116931520646
47,-3,0,4,clip,1.0261620422034332
47,-3,0,8,retrain,0.2352797780846945
47,-3,0,8,clip,0.6834078391500611
47,-3,0,12,retrain,0.19759630740467035
47,-3,0,12,clip,0.5971563710907559
47,-3,0,16,retrain,0.559267766955335
47,-3,0,16,clip,0.559267766955335
47,-3,1,2,retrain,0.9455014558164897
47,-3,1,2,clip,1.1162967541521078
47,-3,1,4,retrain,0.5288095228690668
47,-3,1,4,clip,1.0145505713248915
47,-3,1,8,retrain,0.2298256263189291
47,-3,1,8,clip,0.6694512136345143
47,-3,1,12,retrain,0.2574151329709027
47,-3,1,12,clip,0.5970462018863181
47,-3,1,16,retrain,0.5572132246228905
47,-3,1,16,clip,0.5572132246228905
47,-3,2,2,retrain,0.9832440002002938
47,-3,2,2,clip,1.129623806616593
47,-3,2,4,retrain,0.5544598405922534
47,-3,2,4,clip,1.0395395496225748
47,-3,2,8,retrain,0.17805291446502014
47,-3,2,8,clip,0.6826413274491255
47,-3,2,12,retrain,0.1845272516927919
47,-3,2,12,clip,0.6054218424327168
47,-3,2,16,retrain,0.5655865004756101
47,-3,2,16,clip,0.5655865004756101
48,-4,0,2,retrain,0.9804687906094561
48,-4,0,2,clip,1.1138745688024452
48,-4,0,4,retrain,0.735981056774
48,-4,0,4,clip,1.0937150730316527
48,-4,0,8,retrain,0.41371415139188794
48,-4,0,8,clip,0.6687224369064255
48,-4,0,12,retrain,0.3082925407366243
48,-4,0,12,clip,0.5290439952237904
48,-4,0,16,retrain,0.46127652303041605
48,-4,0,16,clip,0.46127652303041605
48,-4,1,2,retrain,0.9479117600457644
48,-4,1,2,clip,1.1683740879383704
48,-4,1,4,retrain,0.677841024367746
48,-4,1,4,clip,1.1476394874952927
48,-4,1,8,retrain,0.41011516570860856
48,-4,1,8,clip,0.6863613247052398
48,-4,1,12,retrain,0.3467304837875624
48,-4,1,12,clip,0.5539720728190047
48,-4,1,16,retrain,0.48950516311779285
48,-4,1,16,clip,0.48950516311779285
48,-4,2,2,retrain,1.0355511509002235
48,-4,2,2,clip,1.1470456304517975
48,-4,2,4,retrain,0.6724842764848266
48,-4,2,4,clip,1.1382486545615627
48,-4,2,8,retrain,0.3744619506057071
48,-4,2,8,clip,0.6834157352751458
48,-4,2,12,retrain,0.3286122705327917
48,-4,2,12,clip,0.541962732566084
48,-4,2,16,retrain,0.46466622199489926
48,-4,2,16,clip,0.46466622199489926
49,0,0,2,retrain,1.105588633836617
49,0,0,2,clip,0.9661483815908692
49,0,0,4,retrain,0.5254096925137346
49,0,0,4,clip,0.8420255032593733
49,0,0,8,retrain,0.25117873650518724
49,0,0,8,clip,0.7061134213891257
49,0,0,12,retrain,0.22882425894083822
49,0,0,12,clip,0.6598923788162601
49,0,0,16,retrain,0.6223156348773039
49,0,0,16,clip,0.6223156348773039
49,0,1,2,retrain,1.0430029243072816
49,0,1,2,clip,1.045577083237734
49,0,1,4,retrain,0.4272738910607749
49,0,1,4,clip,0.9067279170418948
49,0,1,8,retrain,0.23083588581789571
49,0,1,8,clip,0.7504315065421788
49,0,1,12,retrain,0.3282989836786067
49,0,1,12,clip,0.7073785450764996
49,0,1,16,retrain,0.6666021012962194
49,0,1,16,clip,0.6666021012962194
49,0,2,2,retrain,1.1211779430135402
49,0,2,2,clip,0.9924934918519033
49,0,2,4,retrain,0.4952111500401819
49,0,2,4,clip,0.8593759829945826
49,0,2,8,retrain,0.2373132597339832
49,0,2,8,clip,0.7022291232988767
49,0,2,12,retrain,0.2390591261018477
49,0,2,12,clip,0.6598162368656996
49,0,2,16,retrain,0.6222505523625412
49,0,2,16,clip,0.6222505523625412
50,-1,0,2,retrain,1.0852532687140155
50,-1,0,2,clip,0.9921697871298241
50,-1,0,4,retrain,0.4823208153783574
50,-1,0,4,clip,0.867891747626179
50,-1,0,8,retrain,0.21560196086709318
50,-1,0,8,clip,0.7313527047282989
50,-1,0,12,retrain,0.22253570737164785
50,-1,0,12,clip,0.6800419619364003
50,-1,0,16,retrain,0.6378261576884288
50,-1,0,16,clip,0.6378261576884288
50,-1,1,2,retrain,0.9554411238069318
50,-1,1,2,clip,1.0266747654931658
50,-1,1,4,retrain,0.5048645163718675
50,-1,1,4,clip,0.9046659720267061
50,-1,1,8,retrain,0.2508904179584226
50,-1,1,8,clip,0.7592655351614271
50,-1,1,12,retrain,0.3187106649519304
50,-1,1,12,clip,0.7150948966097114
50,-1,1,16,retrain,0.6785664254930446
50,-1,1,16,clip,0.6785664254930446
50,-1,2,2,retrain,0.9284786433338796
50,-1,2,2,clip,1.0500889114639238
50,-1,2,4,retrain,0.5470286327628606
50,-1,2,4,clip,0.937994846087254
50,-1,2,8,retrain,0.2054221290692448
50,-1,2,8,clip,0.8211739984477117
50,-1,2,12,retrain,0.2882806847906264
50,-1,2,12,clip,0.7767153353555641
50,-1,2,16,retrain,0.7361639569691005
50,-1,2,16,clip,0.7361639569691005
51,0,0,2,retrain,0.9852183676813746
51,0,0,2,clip,0.9947279722017187
51,0,0,4,retrain,0.37755240503638565
51,0,0,4,clip,0.9024425003101527
51,0,0,8,retrain,0.20890099846559293
51,0,0,8,clip,0.7623800232131266
51,0,0,12,retrain,0.21034142942948603
51,0,0,12,clip,0.7267968740651035
51,0,0,16,retrain,0.6879364996906211
51,0,0,16,clip,0.6879364996906211
51,0,1,2,retrain,1.094128962435215
51,0,1,2,clip,1.0127939600070508
51,0,1,4,retrain,0.4259781141247248
51,0,1,4,clip,0.9082187548845063
51,0,1,8,retrain,0.1910704611680215
51,0,1,8,clip,0.7777425995808283
51,0,1,12,retrain,0.2849738996398842
51,0,1,12,clip,0.7340594503716795
51,0,1,16,retrain,0.6947464024625865
51,0,1,16,clip,0.6947464024625865
51,0,2,2,retrain,0.86035489648122
51,0,2,2,clip,0.94380130411156
51,0,2,4,retrain,0.4099085483273684
51,0,2,4,clip,0.8282229770396401
51,0,2,8,retrain,0.1840593611854898
51,0,2,8,clip,0.6879563278401323
51,0,2,12,retrain,0.1504475931854456
51,0,2,12,clip,0.6520214749048545
51,0,2,16,retrain,0.614654996661444
51,0,2,16,clip,0.614654996661444
52,4,0,2,retrain,1.0224745712499146
52,4,0,2,clip,1.094119599471053
52,4,0,4,retrain,0.6771461233951694
52,4,0,4,clip,1.0347900390264788
52,4,0,8,retrain,0.4708128962752185
52,4,0,8,clip,0.719710148278779
52,4,0,12,retrain,0.3563337345788233
52,4,0,12,clip,0.6080203800533731
52,4,0,16,retrain,0.5467453100197537
52,4,0,16,clip,0.5467453100197537
52,4,1,2,retrain,0.9189231040015613
52,4,1,2,clip,1.1313859062100302
52,4,1,4,retrain,0.6755179725983261
52,4,1,4,clip,1.0992613303537127
52,4,1,8,retrain,0.44633573136802546
52,4,1,8,clip,0.7456009811295728
52,4,1,12,retrain,0.38026464003479243
52,4,1,12,clip,0.6444428559490446
52,4,1,16,retrain,0.5792164469372488
52,4,1,16,clip,0.5792164469372488
52,4,2,2,retrain,1.0099154849689582
52,4,2,2,clip,1.1406142413728753
52,4,2,4,retrain,0.6602655076910569
52,4,2,4,clip,1.0993810017110035
52,4,2,8,retrain,0.44765973185884844
52,4,2,8,clip,0.7364222426669506
52,4,2,12,retrain,0.349593469478663
52,4,2,12,clip,0.632161066760104
52,4,2,16,retrain,0.5676564162199408
52,4,2,16,clip,0.5676564162199408
53,0,0,2,retrain,1.0562283185064962
53,0,0,2,clip,1.028039094793277
53,0,0,4,retrain,0.4907675313951941
53,0,0,4,clip,0.8987329552725817
53,0,0,8,retrain,0.23297372562279556
53,0,0,8,clip,0.7014226562892408
53,0,0,12,retrain,0.2152496597051664
53,0,0,12,clip,0.6521000378526008
53,0,0,16,retrain,0.6145114539132129
53,0,0,16,clip,0.6145114539132129
53,0,1,2,retrain,0.9899948558033552
53,0,1,2,clip,1.0763298461193835
53,0,1,4,retrain,0.43894795169503603
53,0,1,4,clip,0.9423839827115458
53,0,1,8,retrain,0.20886898287689004
53,0,1,8,clip,0.7527494328537097
53,0,1,12,retrain,0.2976698397966411
53,0,1,12,clip,0.7015691380385415
53,0,1,16,retrain,0.6611120691534612
53,0,1,16,clip,0.6611120691534612
53,0,2,2,retrain,1.08634845466568
53,0,2,2,clip,1.0177864710706286
53,0,2,4,retrain,0.47964815231566005
53,0,2,4,clip,0.8883139464452934
53,0,2,8,retrain,0.20866380630194756
53,0,2,8,clip,0.7006469209572869
53,0,2,12,retrain,0.197166499365176
53,0,2,12,clip,0.6488112514707449
53,0,2,16,retrain,0.6100803555082549
53,0,2,16,clip,0.6100803555082549
54,4,0,2,retrain,0.9927020945588235
54,4,0,2,clip,1.0813643192371105
54,4,0,4,retrain,0.6179667313359078
54,4,0,4,clip,1.0466423295776566
54,4,0,8,retrain,0.3035940163778482
54,4,0,8,clip,0.6702941167575365
54,4,0,12,retrain,0.22673359912248728
54,4,0,12,clip,0.5484449424098787
54,4,0,16,retrain,0.4989579571582909
54,4,0,16,clip,0.4989579571582909
54,4,1,2,retrain,0.9500202080450624
54,4,1,2,clip,1.1397779182910477
54,4,1,4,retrain,0.627313377850416
54,4,1,4,clip,1.077879468601265
54,4,1,8,retrain,0.28601077652149237
54,4,1,8,clip,0.6769412790151794
54,4,1,12,retrain,0.2655792505198421
54,4,1,12,clip,0.5626468969166057
54,4,1,16,retrain,0.5136951766310422
54,4,1,16,clip,0.5136951766310422
54,4,2,2,retrain,0.9577917184764781
54,4,2,2,clip,1.145740028309024
54,4,2,4,retrain,0.6422139658242088
54,4,2,4,clip,1.0955061717392258
54,4,2,8,retrain,0.2711773431841105
54,4,2,8,clip,0.6808708475661038
54,4,2,12,retrain,0.24378975111771867
54,4,2,12,clip,0.5647323724434037
54,4,2,16,retrain,0.5170144850768257
54,4,2,16,clip,0.5170144850768257
55,-1,0,2,retrain,0.9631965693553438
55,-1,0,2,clip,0.99427158698112
55,-1,0,4,retrain,0.4591815147264886
55,-1,0,4,clip,0.9423385573769886
55,-1,0,8,retrain,0.20964298024424508
55,-1,0,8,clip,0.7264443167105159
55,-1,0,12,retrain,0.20511042199957705
55,-1,0,12,clip,0.6695883038697219
55,-1,0,16,retrain,0.6304903619820839
55,-1,0,16,clip,0.6304903619820839
55,-1,1,2,retrain,0.9890903904789112
55,-1,1,2,clip,1.0295794326538108
55,-1,1,4,retrain,0.4352528132279144
55,-1,1,4,clip,0.9663596812300705
55,-1,1,8,retrain,0.1893847370460341
55,-1,1,8,clip,0.7492221400194912
55,-1,1,12,retrain,0.27032170585974885
55,-1,1,12,clip,0.6908006734699558
55,-1,1,16,retrain,0.6499473530089374
55,-1,1,16,clip,0.6499473530089374
55,-1,2,2,retrain,1.0048480312007122
55,-1,2,2,clip,0.9912681216318959
55,-1,2,4,retrain,0.4793030507228138
55,-1,2,4,clip,0.920264952391661
55,-1,2,8,retrain,0.19951360792815587
55,-1,2,8,clip,0.6888020568883844
55,-1,2,12,retrain,0.15822780684941293
55,-1,2,12,clip,0.6326031917872721
55,-1,2,16,retrain,0.5931019717573178
55,-1,2,16,clip,0.5931019717573178
56,3,0,2,retrain,0.9485586856754393
56,3,0,2,clip,1.1092464718318826
56,3,0,4,retrain,0.6197785370243644
56,3,0,4,clip,1.0639996496937616
56,3,0,8,retrain,0.2750593113572418
56,3,0,8,clip,0.6790721271608582
56,3,0,12,retrain,0.20338715875348834
56,3,0,12,clip,0.5648924833476081
56,3,0,16,retrain,0.5176125486046728
56,3,0,16,clip,0.5176125486046728
56,3,1,2,retrain,0.9597691436997621
56,3,1,2,clip,1.177554835302981
56,3,1,4,retrain,0.59619815478742
56,3,1,4,clip,1.0865270351313094
56,3,1,8,retrain,0.26248872472176143
56,3,1,8,clip,0.684103890738257
56,3,1,12,retrain,0.2776809936239445
56,3,1,12,clip,0.5827623906790472
56,3,1,16,retrain,0.5344223055207825
56,3,1,16,clip,0.5344223055207825
56,3,2,2,retrain,0.9711666169360553
56,3,2,2,clip,1.1516226577927635
56,3,2,4,retrain,0.6068625812373729
56,3,2,4,clip,1.110249326510223
56,3,2,8,retrain,0.23199520097146376
56,3,2,8,clip,0.6970694708821665
56,3,2,12,retrain,0.24213058844436225
56,3,2,12,clip,0.6003195651581155
56,3,2,16,retrain,0.548215133431383
56,3,2,16,clip,0.548215133431383
57,-3,0,2,retrain,1.0083235171700764
57,-3,0,2,clip,1.0771415871185757
57,-3,0,4,retrain,0.6133291008608118
57,-3,0,4,clip,1.0354157412459952
57,-3,0,8,retrain,0.3118839795860905
57,-3,0,8,clip,0.6856901484789301
57,-3,0,12,retrain,0.2890936898284594
57,-3,0,12,clip,0.5835748806302944
57,-3,0,16,retrain,0.5355520817240343
57,-3,0,16,clip,0.5355520817240343
57,-3,1,2,retrain,0.955116180308945
57,-3,1,2,clip,1.1084309455480625
57,-3,1,4,retrain,0.6009875171828184
57,-3,1,4,clip,1.0531034098552017
57,-3,1,8,retrain,0.3185070417737463
57,-3,1,8,clip,0.6782265771521472
57,-3,1,12,retrain,0.3240794665572459
57,-3,1,12,clip,0.5796548685690591
57,-3,1,16,retrain,0.5313416306796819
57,-3,1,16,clip,0.5313416306796819
57,-3,2,2,retrain,1.0619717832595454
57,-3,2,2,clip,1.123478402392693
57,-3,2,4,retrain,0.6259430152162717
57,-3,2,4,clip,1.0901679679279133
57,-3,2,8,retrain,0.3278919654487225
57,-3,2,8,clip,0.7304954357436956
57,-3,2,12,retrain,0.29896181278012457
57,-3,2,12,clip,0.633305838683965
57,-3,2,16,retrain,0.5778537106843057
57,-3,2,16,clip,0.5778537106843057
58,4,0,2,retrain,0.991140628022592
58,4,0,2,clip,1.1330607785321687
58,4,0,4,retrain,0.6937869213384313
58,4,0,4,clip,1.0964171100692028
58,4,0,8,retrain,0.3810729751173467
58,4,0,8,clip,0.7359962918254025
58,4,0,12,retrain,0.3669831522715996
58,4,0,12,clip,0.5864505349212613
58,4,0,16,retrain,0.5202280031610417
58,4,0,16,clip,0.5202280031610417
58,4,1,2,retrain,0.9915065481499734
58,4,1,2,clip,1.1428043649570276
58,4,1,4,retrain,0.6857542602624135
58,4,1,4,clip,1.0931967095762214
58,4,1,8,retrain,0.3781196233721897
58,4,1,8,clip,0.6702141941894826
58,4,1,12,retrain,0.3449885538427745
58,4,1,12,clip,0.5156446165832341
58,4,1,16,retrain,0.4554481641795459
58,4,1,16,clip,0.4554481641795459
58,4,2,2,retrain,1.124835009851861
58,4,2,2,clip,1.1467575604892586
58,4,2,4,retrain,0.7273451485919714
58,4,2,4,clip,1.1080130827013053
58,4,2,8,retrain,0.3913722316375266
58,4,2,8,clip,0.6634360909028976
58,4,2,12,retrain,0.34488400474322656
58,4,2,12,clip,0.5310381470205433
58,4,2,16,retrain,0.4647240364083125
58,4,2,16,clip,0.4647240364083125
59,1,0,2,retrain,0.9655016155058931
59,1,0,2,clip,1.0879704389605875
59,1,0,4,retrain,0.539244776045757
59,1,0,4,clip,0.9569527169905563
59,1,0,8,retrain,0.20482379912509968
59,1,0,8,clip,0.7899429194987093
59,1,0,12,retrain,0.25273641838045635
59,1,0,12,clip,0.733638800159099
59,1,0,16,retrain,0.694044544473669
59,1,0,16,clip,0.694044544473669
59,1,1,2,retrain,0.9124871478157974
59,1,1,2,clip,1.0661435201883878
59,1,1,4,retrain,0.4796714764888939
59,1,1,4,clip,0.9274306956066417
59,1,1,8,retrain,0.21524483516089465
59,1,1,8,clip,0.7675895319089424
59,1,1,12,retrain,0.29379096017608025
59,1,1,12,clip,0.7127813068496271
59,1,1,16,retrain,0.6738652539336925
59,1,1,16,clip,0.6738652539336925
59,1,2,2,retrain,0.9515510250561625
59,1,2,2,clip,1.0332308209545977
59,1,2,4,retrain,0.5080958714481032
59,1,2,4,clip,0.8975881315640544
59,1,2,8,retrain,0.20561455843273424
59,1,2,8,clip,0.715293696145806
59,1,2,12,retrain,0.21787703938013392
59,1,2,12,clip,0.6645643116767981
59,1,2,16,retrain,0.627561634762784
59,1,2,16,clip,0.627561634762784
60,4,0,2,retrain,0.9917546556436606
60,4,0,2,clip,1.093809713575928
60,4,0,4,retrain,0.6100968133037097
60,4,0,4,clip,1.0690349218550117
60,4,0,8,retrain,0.3023303554860832
60,4,0,8,clip,0.6601163269103375
60,4,0,12,retrain,0.2515728634032732
60,4,0,12,clip,0.5453653964985633
60,4,0,16,retrain,0.4983100270479355
60,4,0,16,clip,0.4983100270479355
60,4,1,2,retrain,0.9524581841003029
60,4,1,2,clip,1.1100361395474363
60,4,1,4,retrain,0.6287901242776028
60,4,1,4,clip,1.0799118341099019
60,4,1,8,retrain,0.2724721766781593
60,4,1,8,clip,0.6772038833359809
60,4,1,12,retrain,0.2812348240035691
60,4,1,12,clip,0.5680711534504701
60,4,1,16,retrain,0.520961147857261
60,4,1,16,clip,0.520961147857261
60,4,2,2,retrain,1.044668973133312
60,4,2,2,clip,1.0988294560557244
60,4,2,4,retrain,0.601354296198474
60,4,2,4,clip,1.098325233584793
60,4,2,8,retrain,0.27229917065829046
60,4,2,8,clip,0.6811474232543375
60,4,2,12,retrain,0.23575716276174136
60,4,2,12,clip,0.5687386154668658
60,4,2,16,retrain,0.5188991173519418
60,4,2,16,clip,0.5188991173519418
61,3,0,2,retrain,1.056947220201405
61,3,0,2,clip,1.0664403843963
61,3,0,4,retrain,0.6130125186989549
61,3,0,4,clip,1.0042133466212233
61,3,0,8,retrain,0.2880750053254135
61,3,0,8,clip,0.6837985272826657
61,3,0,12,retrain,0.24392354426776497
61,3,0,12,clip,0.572817192023034
61,3,0,16,retrain,0.5164304576828526
61,3,0,16,clip,0.5164304576828526
61,3,1,2,retrain,0.9534427236620481
61,3,1,2,clip,1.1161415100653995
61,3,1,4,retrain,0.5625343139274478
61,3,1,4,clip,1.0344733351755164
61,3,1,8,retrain,0.278974543800301
61,3,1,8,clip,0.6952713076080433
61,3,1,12,retrain,0.26908197604036954
61,3,1,12,clip,0.5886790899371994
61,3,1,16,retrain,0.5318434260505921
61,3,1,16,clip,0.5318434260505921
61,3,2,2,retrain,0.9807173154825501
61,3,2,2,clip,1.0932555285135184
61,3,2,4,retrain,0.5600602234096732
61,3,2,4,clip,1.024702616233788
61,3,2,8,retrain,0.2813949311670561
61,3,2,8,clip,0.6816036224234727
61,3,2,12,retrain,0.26035245160256504
61,3,2,12,clip,0.5803456769131683
61,3,2,16,retrain,0.521469839671571
61,3,2,16,clip,0.521469839671571
62,-1,0,2,retrain,1.2213669938016893
62,-1,0,2,clip,1.0517436217335425
62,-1,0,4,retrain,0.4993856566378288
62,-1,0,4,clip,0.902550999721584
62,-1,0,8,retrain,0.18214758371665848
62,-1,0,8,clip,0.7184706247537991
62,-1,0,12,retrain,0.20205319986878395
62,-1,0,12,clip,0.6686479464808347
62,-1,0,16,retrain,0.631794887388885
62,-1,0,16,clip,0.631794887388885
62,-1,1,2,retrain,1.1287291884359862
62,-1,1,2,clip,1.07591135755894
62,-1,1,4,retrain,0.46765145971206007
62,-1,1,4,clip,0.9651593378830338
62,-1,1,8,retrain,0.2657597770232728
62,-1,1,8,clip,0.7809449345845385
62,-1,1,12,retrain,0.3251171294184605
62,-1,1,12,clip,0.7296570292756335
62,-1,1,16,retrain,0.689777138924049
62,-1,1,16,clip,0.689777138924049
62,-1,2,2,retrain,1.1191145874253074
62,-1,2,2,clip,1.1033361270280595
62,-1,2,4,retrain,0.4936379297295232
62,-1,2,4,clip,0.9866306763559478
62,-1,2,8,retrain,0.2022067521349307
62,-1,2,8,clip,0.804804912631423
62,-1,2,12,retrain,0.25209172909894256
62,-1,2,12,clip,0.7568766116776308
62,-1,2,16,retrain,0.7164133758655116
62,-1,2,16,clip,0.7164133758655116
63,2,0,2,retrain,1.0794111768152779
63,2,0,2,clip,1.029974188073013
63,2,0,4,retrain,0.5057342205937334
63,2,0,4,clip,0.9166637325482608
63,2,0,8,retrain,0.23963791947500412
63,2,0,8,clip,0.6786157063475252
63,2,0,12,retrain,0.2136999048783179
63,2,0,12,clip,0.6207796257940311
63,2,0,16,retrain,0.5819279493694107
63,2,0,16,clip,0.5819279493694107
63,2,1,2,retrain,1.1044793134497568
63,2,1,2,clip,1.0707343490954686
63,2,1,4,retrain,0.5358902564166634
63,2,1,4,clip,0.994334561168918
63,2,1,8,retrain,0.2759482001665175
63,2,1,8,clip,0.768032970144457
63,2,1,12,retrain,0.33083555622936267
63,2,1,12,clip,0.6982737148536311
63,2,1,16,retrain,0.6580170098619186
63,2,1,16,clip,0.6580170098619186
63,2,2,2,retrain,1.038720880384617
63,2,2,2,clip,1.0671207514966914
63,2,2,4,retrain,0.5549970933067071
63,2,2,4,clip,0.9917975672868818
63,2,2,8,retrain,0.23946349961811278
63,2,2,8,clip,0.7661992591093391
63,2,2,12,retrain,0.2597143027413786
63,2,2,12,clip,0.7142626569039707
63,2,2,16,retrain,0.671951483086172
63,2,2,16,clip,0.671951483086172
64,1,0,2,retrain,1.0463340486375077
64,1,0,2,clip,1.0993343823398731
64,1,0,4,retrain,0.5400258823409175
64,1,0,4,clip,0.9565131582768888
64,1,0,8,retrain,0.18099990591123966
64,1,0,8,clip,0.7711001778921429
64,1,0,12,retrain,0.21585347565845342
64,1,0,12,clip,0.7126624400025676
64,1,0,16,retrain,0.6724975756217252
64,1,0,16,clip,0.6724975756217252
64,1,1,2,retrain,0.9025728688466493
64,1,1,2,clip,1.1060631494170934
64,1,1,4,retrain,0.48855052041351565
64,1,1,4,clip,0.9457363790975171
64,1,1,8,retrain,0.1985336151855217
64,1,1,8,clip,0.7641834760285605
64,1,1,12,retrain,0.256257920817487
64,1,1,12,clip,0.7072184362342564
64,1,1,16,retrain,0.6707909336880304
64,1,1,16,clip,0.6707909336880304
64,1,2,2,retrain,1.1083612074126046
64,1,2,2,clip,1.0751191679646541
64,1,2,4,retrain,0.49754816978527644
64,1,2,4,clip,0.9463488220040577
64,1,2,8,retrain,0.19593606828455712
64,1,2,8,clip,0.7449431472260551
64,1,2,12,retrain,0.21903741622237966
64,1,2,12,clip,0.697556209901281
64,1,2,16,retrain,0.659425044962421
64,1,2,16,clip,0.659425044962421
65,4,0,2,retrain,1.0138280200953331
65,4,0,2,clip,1.1100346402201415
65,4,0,4,retrain,0.6469541812554171
65,4,0,4,clip,1.0815399732809219
65,4,0,8,retrain,0.3652346824500157
65,4,0,8,clip,0.6568599689247007
65,4,0,12,retrain,0.26620739612200717
65,4,0,12,clip,0.5219880480714263
65,4,0,16,retrain,0.4569167673079282
65,4,0,16,clip,0.4569167673079282
65,4,1,2,retrain,0.9591818450503108
65,4,1,2,clip,1.154506885330542
65,4,1,4,retrain,0.6163736392372108
65,4,1,4,clip,1.1193930179630016
65,4,1,8,retrain,0.30525228713067076
65,4,1,8,clip,0.6937050279369249
65,4,1,12,retrain,0.2881807035256256
65,4,1,12,clip,0.5518080534407522
