idx,k0,M,response_err
24,0,4,0.7661486241352189
24,0,8,0.5906497506663764
24,0,12,0.5385834827250562
24,0,16,0.5028142654963357
25,3,2,1.0815626003523313
25,3,4,1.0208544507865698
25,3,8,0.6273848243192358
25,3,12,0.4989515624190542
25,3,16,0.4531243307770023
26,3,2,1.1210346366751998
26,3,4,1.0789951003338218
26,3,8,0.7999489004107688
26,3,12,0.7043788392719758
26,3,16,0.6500666154289516
27,1,2,1.0331224856249268
27,1,4,0.8920447073437585
27,1,8,0.6970009781891364
27,1,12,0.6470095142987535
27,1,16,0.6119845498716006
28,3,2,1.0372950855828615
28,3,4,0.9478334646033436
28,3,8,0.6670954130517077
28,3,12,0.5741525447904269
28,3,16,0.5309774481185549
29,3,2,1.050163059350457
29,3,4,0.9720485469746434
29,3,8,0.6398114306730495
29,3,12,0.5446405401120193
29,3,16,0.4975814080611365
30,0,2,0.9624162498192858
30,0,4,0.731169168078982
30,0,8,0.5233563566449966
30,0,12,0.48127013383229766
30,0,16,0.45536749163368057
31,2,2,1.0742357621841714
31,2,4,0.8964257703171548
31,2,8,0.6242220689177427
31,2,12,0.5546257249223184
31,2,16,0.5180204732831978
32,-2,2,1.0304650456056572
32,-2,4,0.8823959608658232
32,-2,8,0.596288496022769
32,-2,12,0.521545194108407
32,-2,16,0.4841447137228273
33,4,2,1.1065995373181363
33,4,4,1.0669444599475637
33,4,8,0.592619381088805
33,4,12,0.4546205980293725
33,4,16,0.4008688023372016
34,4,2,1.065091617334214
34,4,4,1.0058492572605162
34,4,8,0.6256284793279271
34,4,12,0.4989394856451592
34,4,16,0.4346737257060863
35,2,2,0.99570392105451
35,2,4,0.8922382756511029
35,2,8,0.7102977308066551
35,2,12,0.6613729086022808
35,2,16,0.6237355159424052
36,-2,2,1.0005197940326176
36,-2,4,0.9050483258753356
36,-2,8,0.6480363070841987
36,-2,12,0.5869222588951494
36,-2,16,0.5495918490020228
37,1,2,1.0762025727980282
37,1,4,0.9471238367146766
37,1,8,0.7645735929783881
37,1,12,0.710868058223762
37,1,16,0.6712443498728173
38,-2,2,1.029073046434931
38,-2,4,0.957270331324982
38,-2,8,0.6725302541555889
38,-2,12,0.5948771233185906
38,-2,16,0.5547387996462434
39,4,2,1.0807394917944235
39,4,4,1.0275544726950245
39,4,8,0.6016459571258487
39,4,12,0.42682720783805983
39,4,16,0.3499308704250861
40,0,2,0.9092919466788537
40,0,4,0.7927577343176989
40,0,8,0.6615168261180613
40,0,12,0.6198543668950154
40,0,16,0.57993099369536
41,0,2,0.8876043056427538
