idx,k0,M,response_err
182,3,12,0.6077812584496449
182,3,16,0.5664627486934891
183,0,2,0.9650995151571464
183,0,4,0.8073011670390093
183,0,8,0.6582658246831126
183,0,12,0.6086120297251021
183,0,16,0.571825835571674
184,-2,2,0.9672330749957458
184,-2,4,0.8211388646413107
184,-2,8,0.6085476082807199
184,-2,12,0.5509173305504551
184,-2,16,0.5151256897990568
185,1,2,1.041911450989623
185,1,4,0.8954461594922244
185,1,8,0.6781955829533172
185,1,12,0.6240127461193358
185,1,16,0.5892991940196721
186,-3,2,1.0829749001825024
186,-3,4,1.032291074711191
186,-3,8,0.6765445778054624
186,-3,12,0.5935061987546226
186,-3,16,0.5517116590361744
187,-1,2,0.9718280767230814
187,-1,4,0.8607565906460328
187,-1,8,0.6881106113673661
187,-1,12,0.6458818728046398
187,-1,16,0.6111267105747937
188,0,2,0.9137198213680399
188,0,4,0.7217682779407578
188,0,8,0.5569065600105492
188,0,12,0.5177535246997762
188,0,16,0.48342849985806424
189,3,2,1.0600339205335838
189,3,4,0.9645035822339203
189,3,8,0.6538009554635754
189,3,12,0.5621212838863956
189,3,16,0.5105264419014051
190,3,2,1.0717172434935147
190,3,4,0.9646259183989758
190,3,8,0.6588063795082061
190,3,12,0.5715842480916253
190,3,16,0.5211004196193909
191,3,2,1.0833037497957723
191,3,4,0.9698220436098337
191,3,8,0.632932958465395
191,3,12,0.5439561484292998
191,3,16,0.5010096514407291
192,-1,2,1.0929353205949015
192,-1,4,0.841051012853497
192,-1,8,0.611529365946488
192,-1,12,0.5417136598270733
192,-1,16,0.4998643232374057
193,3,2,1.057533218478912
193,3,4,0.9568262496084381
193,3,8,0.6177740299674097
193,3,12,0.4946620956247855
193,3,16,0.4463530334581517
194,4,2,1.0496925665879928
194,4,4,0.994556412008888
194,4,8,0.6100123492371236
194,4,12,0.48535637808302545
194,4,16,0.42055124074320444
195,4,2,1.1005361785424808
195,4,4,1.0638404397914925
195,4,8,0.6238257562475706
195,4,12,0.5085162753745578
195,4,16,0.442829109988275
196,-2,2,1.0671562339843301
196,-2,4,0.9888925949953734
196,-2,8,0.6781550398105206
196,-2,12,0.6034928706158602
196,-2,16,0.564491821071708
197,2,2,0.9537002124769897
197,2,4,0.8055297392189669
197,2,8,0.537493889017609
197,2,12,0.4640642869447791
197,2,16,0.4296107517430722
198,-2,2,1.0190392096811451
198,-2,4,0.9017153239933909
198,-2,8,0.6633490545949787
198,-2,12,0.5854882629522608
198,-2,16,0.5434263795080091
199,-1,2,1.0447123054070682
199,-1,4,0.9218530023556276
199,-1,8,0.7404765985164141
199,-1,12,0.6896937457145739
199,-1,16,0.6508786048232472
