M,seed,idx,k0,response_err
16,0,2,-3,0.41015281300463535
16,0,3,-2,0.5898254578384832
16,0,4,-3,0.5361636757747474
16,0,5,3,0.46126532965969175
16,0,6,0,0.5355604679007507
16,0,7,4,0.43905355774235166
16,0,8,-4,0.42603811958837334
16,0,9,3,0.5062763140457529
16,0,10,0,0.46494001085237724
16,0,11,-2,0.45705274126249795
16,0,12,4,0.5373525704744936
16,0,13,0,0.4473518262092772
16,0,14,-1,0.5989633344057089
16,0,15,0,0.4674840922359601
16,0,16,1,0.47450547611112626
16,0,17,-1,0.5944639661883889
16,0,18,-2,0.4550793526625389
16,0,19,-4,0.40859892947922594
16,0,20,-3,0.44749655043758285
16,0,21,2,0.5572058675149233
16,0,22,1,0.5658921933148182
16,0,23,1,0.5332547681872967
16,0,24,0,0.5028142654963357
16,0,25,3,0.4531243307770023
16,0,26,3,0.6500666154289516
16,0,27,1,0.6119845498716006
16,0,28,3,0.5309774481185549
16,0,29,3,0.4975814080611365
16,0,30,0,0.45536749163368057
16,0,31,2,0.5180204732831978
16,0,32,-2,0.4841447137228273
16,0,33,4,0.4008688023372016
16,0,34,4,0.4346737257060863
16,0,35,2,0.6237355159424052
16,0,36,-2,0.5495918490020228
16,0,37,1,0.6712443498728173
16,0,38,-2,0.5547387996462434
16,0,39,4,0.3499308704250861
16,0,40,0,0.57993099369536
16,0,41,0,0.487246234328307
16,0,42,2,0.4992667377875021
16,0,43,1,0.6334615610407188
16,0,44,-4,0.40121089691592404
16,0,45,4,0.3872957133290009
16,0,46,1,0.6238772708251861
16,0,47,-3,0.5108507746172272
16,0,48,-4,0.4233842352420851
16,0,49,0,0.41647353861202285
16,0,50,-1,0.698949596455365
16,0,51,0,0.47482949495043797
16,0,52,4,0.500452457436421
16,0,53,0,0.42994849224373427
16,0,54,4,0.4632479406792144
16,0,55,-1,0.5149765941619237
16,0,56,3,0.491610811641071
16,0,57,-3,0.5301939505352926
16,0,58,4,0.5250851757894722
16,0,59,1,0.6873124903819215
16,0,60,4,0.45918254854785506
16,0,61,3,0.4223585671739832
16,0,62,-1,0.5799882693834013
16,0,63,2,0.5666571522245115
16,0,64,1,0.6862672367436867
16,0,65,4,0.39869585319807643
16,0,66,0,0.44065807839563714
16,0,67,3,0.4899903926694918
16,0,68,-1,0.6554457938713018
16,0,69,1,0.5310258875790755
16,0,70,-2,0.49746039913730355
16,0,71,-4,0.4740007782009798
16,0,72,0,0.5251686054239202
16,0,73,3,0.5306503037356782
16,0,74,1,0.4531015477702735
16,0,75,3,0.47054521811829325
16,0,76,4,0.44798158592950876
16,0,77,-3,0.48624973594828425
16,0,78,-4,0.47246384418399373
16,0,79,4,0.3734766914388613
16,0,80,-4,0.39568640825023493
16,0,81,-4,0.4392838562680083
16,0,82,0,0.5427158918773198
16,0,83,3,0.5812194359826827
16,0,84,1,0.5802615114375631
16,0,85,-3,0.49841534325581305
16,0,86,3,0.5223262521857931
16,0,87,4,0.37060227016621544
16,0,88,-4,0.45881733487283693
16,0,89,3,0.4404002308316523
16,0,90,-3,0.5227470677146554
16,0,91,-2,0.5092093945402456
16,0,92,4,0.41677626614498997
16,0,93,-3,0.5161306330620185
16,0,94,3,0.4933954881673918
16,0,95,3,0.563944790489624
16,0,96,-4,0.41065200055863066
16,0,97,3,0.49734784260378934
16,0,98,1,0.5267712031899034
16,0,99,0,0.49277072461044213
16,0,100,3,0.5049127059691774
16,0,101,3,0.46314911219090926
16,0,102,3,0.45656623667793894
16,0,103,4,0.40921043407876695
16,0,104,1,0.5763079894630977
16,0,105,4,0.5015046505055103
16,0,106,4,0.4077948324297203
16,0,107,3,0.4903019828210892
16,0,108,-1,0.5715775970490262
16,0,109,-1,0.7010218224532854
16,0,110,1,0.6571289773151795
16,0,111,3,0.46067175510189223
16,0,112,-4,0.4954681516451978
16,0,113,4,0.4671227024260889
16,0,114,2,0.5862871372820126
16,0,115,0,0.5550452483443157
16,0,116,3,0.4049402939444227
16,0,117,0,0.4150921496097211
16,0,118,0,0.5450200916535118
16,0,119,-3,0.5551444548641117
16,0,120,1,0.5739788630715058
16,0,121,-1,0.5404520104921312
16,0,122,1,0.5350752016854999
16,0,123,3,0.5184655148653577
16,0,124,4,0.43013395350008843
16,0,125,-1,0.6716620271510765
16,0,126,-2,0.4439207861010478
16,0,127,4,0.4237535554839848
16,0,128,-3,0.48927460864067246
16,0,129,2,0.5033170513646036
16,0,130,-3,0.4791650653189183
16,0,131,-1,0.5676289645044011
16,0,132,-2,0.5839836335810468
16,0,133,3,0.5670477296104913
16,0,134,-1,0.6359706912280837
16,0,135,0,0.42067276645732093
16,0,136,3,0.5118063355819964
16,0,137,-1,0.5118519776898646
16,0,138,-1,0.5460936667222435
16,0,139,-2,0.4839064857241183
16,0,140,0,0.48850560263633186
16,0,141,-3,0.5406184479251749
16,0,142,-3,0.5055273870319883
16,0,143,-4,0.42372521166584837
16,0,144,1,0.489186759090584
16,0,145,-1,0.5634998374971647
16,0,146,0,0.43199712581810307
16,0,147,-1,0.43821735030775366
16,0,148,-2,0.5474688346243979
16,0,149,0,0.47878906931090615
16,0,150,-1,0.6187619762252541
16,0,151,-1,0.5405870408627679
16,0,152,1,0.6750008931675331
16,0,153,1,0.5702796806286129
16,0,154,-1,0.6829302247083376
16,0,155,0,0.5630438691920427
16,0,156,-1,0.5984155662081251
16,0,157,2,0.6116401821866326
16,0,158,3,0.5573036899544209
16,0,159,2,0.551593983816414
16,0,160,4,0.4388725506684392
16,0,161,2,0.5891605111053624
16,0,162,2,0.5632610387230798
16,0,163,2,0.4155676267423687
16,0,164,1,0.6924093180626769
16,0,165,3,0.47089254576244155
16,0,166,-4,0.39810712045737506
16,0,167,3,0.5342830635047835
16,0,168,-4,0.40280158646475406
16,0,169,-4,0.3628843915452837
16,0,170,2,0.658952549387405
16,0,171,-4,0.4206974504144871
16,0,172,-4,0.4554481992583072
16,0,173,3,0.5458081957921475
16,0,174,3,0.524128287035983
16,0,175,2,0.5544798972548198
16,0,176,-2,0.6238761351221377
16,0,177,-4,0.3672841189310682
16,0,178,4,0.40032748827180653
16,0,179,2,0.5681484910348663
16,0,180,4,0.3885488593225971
16,0,181,1,0.6920198718575458
16,0,182,3,0.5664627486934891
16,0,183,0,0.571825835571674
16,0,184,-2,0.5151256897990568
16,0,185,1,0.5892991940196721
16,0,186,-3,0.5517116590361744
16,0,187,-1,0.6111267105747937
16,0,188,0,0.48342849985806424
16,0,189,3,0.5105264419014051
16,0,190,3,0.5211004196193909
16,0,191,3,0.5010096514407291
16,0,192,-1,0.4998643232374057
16,0,193,3,0.4463530334581517
16,0,194,4,0.42055124074320444
16,0,195,4,0.442829109988275
16,0,196,-2,0.564491821071708
16,0,197,2,0.4296107517430722
16,0,198,-2,0.5434263795080091
16,0,199,-1,0.6508786048232472
16,1,0,4,0.4131350639591799
16,1,1,2,0.5956542497376656
16,1,2,-3,0.49316460682773666
16,1,3,-2,0.6505106987222015
16,1,4,-3,0.5806150034905476
16,1,5,3,0.45385626187907113
16,1,6,0,0.5486113251378539
16,1,7,4,0.4422793539332537
16,1,8,-4,0.4410624812313829
16,1,9,3,0.5065503227227164
16,1,10,0,0.5169149894108683
16,1,11,-2,0.5202262150454271
16,1,12,4,0.4981736354705474
16,1,13,0,0.5012585843382306
16,1,14,-1,0.5867590722204771
16,1,15,0,0.5252355650337316
16,1,16,1,0.5568411116099957
16,1,17,-1,0.5935585096016153
16,1,18,-2,0.5213378930005506
16,1,19,-4,0.49596178792885864
16,1,20,-3,0.4862250781831103
16,1,21,2,0.5516289727312387
16,1,22,1,0.5496579335905049
16,1,23,1,0.5513422222097458
16,1,24,0,0.5356218966855096
16,1,25,3,0.44263479727689825
16,1,26,3,0.5456751857855102
16,1,27,1,0.5810512666647244
16,1,28,3,0.5329747897654834
16,1,29,3,0.5002390857589004
16,1,30,0,0.5615576806996337
16,1,31,2,0.5284150628798101
16,1,32,-2,0.4949013735856337
16,1,33,4,0.41164603140713374
16,1,34,4,0.46925600105467596
16,1,35,2,0.5546994814911616
16,1,36,-2,0.5570204670678832
16,1,37,1,0.6650711741563441
16,1,38,-2,0.5140161385423824
16,1,39,4,0.37467470055569574
16,1,40,0,0.5972688853010503
16,1,41,0,0.5425467712264588
16,1,42,2,0.48564600694326987
16,1,43,1,0.6643821468086831
16,1,44,-4,0.4318230035182369
16,1,45,4,0.41616208901230467
16,1,46,1,0.6434185858091421
16,1,47,-3,0.5046417932889821
16,1,48,-4,0.4382729394834085
16,1,49,0,0.5333305989293357
16,1,50,-1,0.6724160381129096
16,1,51,0,0.5473781937374811
16,1,52,4,0.5131683243311005
16,1,53,0,0.5131273721217029
16,1,54,4,0.4314215783891773
16,1,55,-1,0.521009326692175
16,1,56,3,0.4628556911532207
16,1,57,-3,0.5541397049857227
16,1,58,4,0.48179692578585576
16,1,59,1,0.6939725565293706
16,1,60,4,0.4920826456476438
16,1,61,3,0.44647246567705334
16,1,62,-1,0.6024740489596933
16,1,63,2,0.5483320381297121
16,1,64,1,0.6761401648032948
16,1,65,4,0.4367091188616518
16,1,66,0,0.5191251457357077
16,1,67,3,0.5084634462648149
16,1,68,-1,0.5998188262335622
16,1,69,1,0.5035262595106084
16,1,70,-2,0.5392534533196351
16,1,71,-4,0.5082262354411854
16,1,72,0,0.5572731127601773
16,1,73,3,0.486095531258873
16,1,74,1,0.5498850458170657
16,1,75,3,0.4734161735815596
16,1,76,4,0.45479091111539743
16,1,77,-3,0.49645849317783647
16,1,78,-4,0.4661786642239845
16,1,79,4,0.3847919202650094
16,1,80,-4,0.4536902679912117
16,1,81,-4,0.4955765708709374
16,1,82,0,0.5527893293175924
16,1,83,3,0.5625340094774705
16,1,84,1,0.5571475313225511
16,1,85,-3,0.541448619902794
16,1,86,3,0.5578993159098292
16,1,87,4,0.3649948348814831
16,1,88,-4,0.4753750554116217
16,1,89,3,0.45514599853926224
16,1,90,-3,0.5222082076645713
16,1,91,-2,0.5228238060487476
16,1,92,4,0.42599542848532956
16,1,93,-3,0.5463584842090683
16,1,94,3,0.48769751526209787
16,1,95,3,0.5307862637504949
16,1,96,-4,0.4758423048388552
16,1,97,3,0.4691275527646524
16,1,98,1,0.5581910119731959
16,1,99,0,0.5352845024904395
16,1,100,3,0.5137087828876419
16,1,101,3,0.48234485004634325
16,1,102,3,0.463766584549553
16,1,103,4,0.37575316564467476
16,1,104,1,0.5630132095500138
16,1,105,4,0.4673481617363356
16,1,106,4,0.46910142628856216
16,1,107,3,0.5212057916309999
16,1,108,-1,0.6121744000472106
16,1,109,-1,0.6479711073964243
16,1,110,1,0.6279184398208973
16,1,111,3,0.4919316273586441
16,1,112,-4,0.536636551242022
16,1,113,4,0.5092334010319283
16,1,114,2,0.5558207839945308
16,1,115,0,0.5548502996814287
16,1,116,3,0.41880774993733655
16,1,117,0,0.47888276341073044
16,1,118,0,0.5701988828168761
16,1,119,-3,0.535674967850222
16,1,120,1,0.5819957485274603
16,1,121,-1,0.5741244103237602
16,1,122,1,0.5173279057716426
16,1,123,3,0.5335302491423541
16,1,124,4,0.4120776220115978
16,1,125,-1,0.6932093197964414
16,1,126,-2,0.5146214760571012
16,1,127,4,0.4283340160242706
16,1,128,-3,0.5396733468323731
16,1,129,2,0.5125438538933614
16,1,130,-3,0.48869111175882324
16,1,131,-1,0.5736541445724188
16,1,132,-2,0.5864394066367591
16,1,133,3,0.5650177983437534
16,1,134,-1,0.6408114203094714
16,1,135,0,0.5282077841015644
16,1,136,3,0.5164812366829131
16,1,137,-1,0.54983054060156
16,1,138,-1,0.5508652374260296
16,1,139,-2,0.5441889945641843
16,1,140,0,0.5450364946251842
16,1,141,-3,0.5908787284714063
16,1,142,-3,0.5357507626968022
16,1,143,-4,0.439537583408685
16,1,144,1,0.5079283200445053
16,1,145,-1,0.575744378264788
16,1,146,0,0.5363191713916085
16,1,147,-1,0.5314949181386813
16,1,148,-2,0.5457832758656834
16,1,149,0,0.5219984506767152
16,1,150,-1,0.6435737276114448
16,1,151,-1,0.5612653448898639
16,1,152,1,0.6886189476743652
16,1,153,1,0.5751345263631469
16,1,154,-1,0.7087988657388136
16,1,155,0,0.6040131520221672
16,1,156,-1,0.5613912385185214
16,1,157,2,0.5794537067180957
16,1,158,3,0.4934920846893982
16,1,159,2,0.5530911718906699
16,1,160,4,0.4218419703778196
16,1,161,2,0.5951356153999724
16,1,162,2,0.549014996368696
16,1,163,2,0.5061675219857455
16,1,164,1,0.6414408287522725
16,1,165,3,0.44724744590760307
16,1,166,-4,0.45853745417984515
16,1,167,3,0.49880653347944093
16,1,168,-4,0.42272350879321724
16,1,169,-4,0.437505588970355
16,1,170,2,0.5516164422377324
16,1,171,-4,0.47776985350618667
16,1,172,-4,0.4664435819154083
16,1,173,3,0.545798648938756
16,1,174,3,0.5251502597291412
16,1,175,2,0.5394317301170706
16,1,176,-2,0.5668497554216351
16,1,177,-4,0.4128934525466489
16,1,178,4,0.4097941369881173
16,1,179,2,0.5559900613613554
16,1,180,4,0.40310993999360334
16,1,181,1,0.6629357715125263
16,1,182,3,0.5064267272041353
16,1,183,0,0.6008429337649823
16,1,184,-2,0.5752748225937578
16,1,185,1,0.5720557072699577
16,1,186,-3,0.5493236925595102
16,1,187,-1,0.6381717591256846
16,1,188,0,0.5357882637167621
16,1,189,3,0.4834503180930319
16,1,190,3,0.5172602278809256
16,1,191,3,0.5004393129771411
16,1,192,-1,0.5559540016192963
16,1,193,3,0.47655671412390893
16,1,194,4,0.4558116238565292
16,1,195,4,0.43006975823332616
16,1,196,-2,0.5586970180376976
16,1,197,2,0.4960451877461851
16,1,198,-2,0.5504606749157618
16,1,199,-1,0.648999689087745
16,2,0,4,0.4121110284434501
16,2,1,2,0.5428441589999684
16,2,2,-3,0.5120111013425138
16,2,3,-2,0.5456417752667987
16,2,4,-3,0.5047802507575441
16,2,5,3,0.5095293707425086
16,2,6,0,0.6215421307193955
16,2,7,4,0.44598927725162885
16,2,8,-4,0.42544284180353303
16,2,9,3,0.5840945215214248
16,2,10,0,0.5809116480309096
16,2,11,-2,0.5689164383527887
16,2,12,4,0.45261694678095377
16,2,13,0,0.6018360258465661
16,2,14,-1,0.6003700857195059
16,2,15,0,0.5884432124813216
16,2,16,1,0.6264572320465159
16,2,17,-1,0.5869177366200247
16,2,18,-2,0.5675421090862047
16,2,19,-4,0.5108148269881587
16,2,20,-3,0.4709285085470547
16,2,21,2,0.5844174385301028
16,2,22,1,0.5138883000467142
16,2,23,1,0.6281883731668201
16,2,24,0,0.6115254891196439
16,2,25,3,0.4435839392475299
16,2,26,3,0.45008084274443727
16,2,27,1,0.5800311736538571
16,2,28,3,0.5841754560888449
16,2,29,3,0.4899298728930318
16,2,30,0,0.5870529563059302
16,2,31,2,0.5826696551980518
16,2,32,-2,0.5200731485264608
16,2,33,4,0.4359388503618731
16,2,34,4,0.4522639928065546
16,2,35,2,0.6112098086799476
16,2,36,-2,0.5451613123008827
16,2,37,1,0.5824144287268698
16,2,38,-2,0.5421587030538435
16,2,39,4,0.40433070838296775
16,2,40,0,0.6808494736182489
16,2,41,0,0.6642651488149028
16,2,42,2,0.5507217602125256
16,2,43,1,0.577172992228215
16,2,44,-4,0.4319210802196893
16,2,45,4,0.435786832390657
16,2,46,1,0.5429977652641058
16,2,47,-3,0.47855301766026365
16,2,48,-4,0.4650506412531016
16,2,49,0,0.6532634389579488
16,2,50,-1,0.5617515774267329
16,2,51,0,0.6268166254854882
16,2,52,4,0.5344616067134269
16,2,53,0,0.6065570093646714
16,2,54,4,0.4499350584782902
16,2,55,-1,0.5757821226193466
16,2,56,3,0.4997139210589392
16,2,57,-3,0.47321737127069663
16,2,58,4,0.44161385549934445
16,2,59,1,0.5060365887956804
16,2,60,4,0.47460718128644563
16,2,61,3,0.5168514347488973
16,2,62,-1,0.6480097412083035
16,2,63,2,0.5848267444698689
16,2,64,1,0.513694608731314
16,2,65,4,0.44055013475806365
16,2,66,0,0.5919541176668418
16,2,67,3,0.5278169644379002
16,2,68,-1,0.6155181324466527
16,2,69,1,0.5666946225242103
16,2,70,-2,0.6096840310802883
16,2,71,-4,0.4949278697618677
16,2,72,0,0.6240654925842005
16,2,73,3,0.5178449973344695
16,2,74,1,0.6271538375978238
16,2,75,3,0.5140350650229156
16,2,76,4,0.4385524014578571
16,2,77,-3,0.4943536639658454
16,2,78,-4,0.46118874169663654
16,2,79,4,0.41858599200165797
16,2,80,-4,0.4572083363050743
16,2,81,-4,0.4480361909661923
16,2,82,0,0.6330484523728451
16,2,83,3,0.47941574001766013
16,2,84,1,0.5756464572946175
16,2,85,-3,0.4391390134599138
16,2,86,3,0.5064977459668498
16,2,87,4,0.4287098187204385
16,2,88,-4,0.3892736559987087
16,2,89,3,0.5000472577206961
16,2,90,-3,0.47630583772841684
16,2,91,-2,0.5421067019642333
16,2,92,4,0.44132650070891793
16,2,93,-3,0.5690519114708359
16,2,94,3,0.5193139072531058
16,2,95,3,0.565707736997964
16,2,96,-4,0.45602225414118863
16,2,97,3,0.4765886194669004
16,2,98,1,0.5910459570580471
16,2,99,0,0.6057561923088539
16,2,100,3,0.5527382344013235
16,2,101,3,0.49144961108441365
16,2,102,3,0.5041477197157749
16,2,103,4,0.4170187147044985
16,2,104,1,0.5852320494132318
16,2,105,4,0.4389897593129871
16,2,106,4,0.48358432844873356
16,2,107,3,0.5445529334056636
16,2,108,-1,0.6781809576566113
16,2,109,-1,0.5696727639416399
16,2,110,1,0.6552292429313213
16,2,111,3,0.4880745806583762
16,2,112,-4,0.5105931447953448
16,2,113,4,0.5320330389115769
16,2,114,2,0.5376441819288582
16,2,115,0,0.6755058812728336
16,2,116,3,0.4429925056356729
16,2,117,0,0.5363536933734726
16,2,118,0,0.6479965429210975
16,2,119,-3,0.5020910641815237
16,2,120,1,0.6554957803121901
16,2,121,-1,0.6515109217839696
16,2,122,1,0.5357420454679886
16,2,123,3,0.5353575429568685
16,2,124,4,0.4074550887684275
16,2,125,-1,0.5344021905006019
16,2,126,-2,0.5558328817301958
16,2,127,4,0.45966615573832975
16,2,128,-3,0.5084740329353882
16,2,129,2,0.5441903303598156
16,2,130,-3,0.541337464000326
16,2,131,-1,0.5451113536884465
16,2,132,-2,0.5813510956598529
16,2,133,3,0.5367085193378949
16,2,134,-1,0.5819148199295326
16,2,135,0,0.6083537139400512
16,2,136,3,0.5145625691775128
16,2,137,-1,0.6113046481618133
16,2,138,-1,0.639920786647952
16,2,139,-2,0.6065327495043359
16,2,140,0,0.6263569212400107
16,2,141,-3,0.5231646329856905
16,2,142,-3,0.5049239420376296
16,2,143,-4,0.42895823430622315
16,2,144,1,0.49014215019175256
16,2,145,-1,0.581133367004185
16,2,146,0,0.6338144734320756
16,2,147,-1,0.5822438822499962
16,2,148,-2,0.5993428620406956
16,2,149,0,0.5946506293228103
16,2,150,-1,0.63461183244685
16,2,151,-1,0.5527802931667206
16,2,152,1,0.5724183902659185
16,2,153,1,0.5868955010387031
16,2,154,-1,0.5482413241888537
16,2,155,0,0.6718655431914433
16,2,156,-1,0.6361506647173926
16,2,157,2,0.5041064935195173
16,2,158,3,0.4932149511346492
16,2,159,2,0.590873617364697
16,2,160,4,0.44382023191750675
16,2,161,2,0.5925318235263582
16,2,162,2,0.5884613521069356
16,2,163,2,0.5391848433560302
16,2,164,1,0.5378714523949328
16,2,165,3,0.443900848563772
16,2,166,-4,0.4574481353633762
16,2,167,3,0.44831656425772626
16,2,168,-4,0.4269194395424315
16,2,169,-4,0.4244916282246656
16,2,170,2,0.5297162715504071
16,2,171,-4,0.43572144584288297
16,2,172,-4,0.40044903743691873
16,2,173,3,0.4797165940063873
16,2,174,3,0.5017883599224919
16,2,175,2,0.49657194324097714
16,2,176,-2,0.5266981986991739
16,2,177,-4,0.413798777052159
16,2,178,4,0.4447178747385069
16,2,179,2,0.4888387266659296
16,2,180,4,0.4122906561117645
16,2,181,1,0.6423249218469709
16,2,182,3,0.5436266821489989
16,2,183,0,0.6546217145904768
16,2,184,-2,0.5948570103447927
16,2,185,1,0.5508667160897049
16,2,186,-3,0.5436721820868468
16,2,187,-1,0.5985301333731055
16,2,188,0,0.6206154020592609
16,2,189,3,0.48737866664268126
16,2,190,3,0.476775146568164
16,2,191,3,0.5197751183659761
16,2,192,-1,0.6205379601195763
16,2,193,3,0.5067084904944861
16,2,194,4,0.45138807829963734
16,2,195,4,0.4360856712814329
16,2,196,-2,0.5660088854171911
16,2,197,2,0.5631611484800448
16,2,198,-2,0.5534271036895387
16,2,199,-1,0.5672525320876375
16,3,0,4,0.35833570638005086
16,3,1,2,0.5550423972857536
16,3,2,-3,0.4545195770962796
16,3,3,-2,0.5475408061846073
16,3,4,-3,0.53139518393044
16,3,5,3,0.40331599924111156
16,3,6,0,0.490384728813253
16,3,7,4,0.4092756970594449
16,3,8,-4,0.3856655525598455
16,3,9,3,0.4593615834998131
16,3,10,0,0.4624231871771742
16,3,11,-2,0.48794298021218224
16,3,12,4,0.44940182179146354
16,3,13,0,0.45735158319736235
16,3,14,-1,0.506957833768498
16,3,15,0,0.4514173518912841
16,3,16,1,0.5131677392515216
16,3,17,-1,0.5258915958737462
16,3,18,-2,0.49707049624680066
16,3,19,-4,0.4538696112275932
16,3,20,-3,0.417387330633711
16,3,21,2,0.47364735056433516
16,3,22,1,0.45937125958307223
16,3,23,1,0.496349875097241
16,3,24,0,0.48663135730111023
16,3,25,3,0.361322800514817
16,3,26,3,0.50930773335126
16,3,27,1,0.5420834858694359
16,3,28,3,0.47806641599911
16,3,29,3,0.4453995134971382
16,3,30,0,0.4958905434776336
16,3,31,2,0.4761806829083181
16,3,32,-2,0.4220203353198083
16,3,33,4,0.3583376635949791
16,3,34,4,0.413724350465974
16,3,35,2,0.5072092284041154
16,3,36,-2,0.46666680996931015
16,3,37,1,0.5296122404300888
16,3,38,-2,0.49070180393946217
16,3,39,4,0.3256518333642908
16,3,40,0,0.5115503055863894
16,3,41,0,0.5219437273305803
16,3,42,2,0.4066671613724579
16,3,43,1,0.5651698868309755
16,3,44,-4,0.3620656445313779
16,3,45,4,0.36166227924759353
16,3,46,1,0.5492412729982292
16,3,47,-3,0.4034294704622563
16,3,48,-4,0.4016969594135732
16,3,49,0,0.5016587948893728
16,3,50,-1,0.598843444708495
16,3,51,0,0.5053731982716655
16,3,52,4,0.4391863482934518
16,3,53,0,0.48446886145331713
16,3,54,4,0.3917296975121472
16,3,55,-1,0.4885139227516315
16,3,56,3,0.4163276919892578
16,3,57,-3,0.48239157204916133
16,3,58,4,0.424378551219205
16,3,59,1,0.5279888887677004
16,3,60,4,0.40044012660153105
16,3,61,3,0.4019896031805236
16,3,62,-1,0.5195851858677067
16,3,63,2,0.5114172423126779
16,3,64,1,0.5589050202596758
16,3,65,4,0.3751519327310382
16,3,66,0,0.4458601859724033
16,3,67,3,0.4446946908018454
16,3,68,-1,0.5600761074036207
16,3,69,1,0.45104715904425985
16,3,70,-2,0.5097533590870443
16,3,71,-4,0.4661095427269275
16,3,72,0,0.45398070645224
16,3,73,3,0.4292313172775982
16,3,74,1,0.5209980542693324
16,3,75,3,0.4375527872162036
16,3,76,4,0.3844980968446339
16,3,77,-3,0.4581727453775355
16,3,78,-4,0.437560165109303
16,3,79,4,0.3354084945320747
16,3,80,-4,0.4137065253154517
16,3,81,-4,0.39609630321308625
16,3,82,0,0.46825591557181406
16,3,83,3,0.4475200736710371
16,3,84,1,0.5063636097712781
16,3,85,-3,0.4655464910328936
16,3,86,3,0.4615367871915075
16,3,87,4,0.3344442378526894
16,3,88,-4,0.3976421251553565
16,3,89,3,0.4185393604786225
16,3,90,-3,0.4489674289268189
16,3,91,-2,0.4882948232273096
16,3,92,4,0.35938100381968585
16,3,93,-3,0.47655987580960124
16,3,94,3,0.4367498199046042
16,3,95,3,0.44944821022586
16,3,96,-4,0.45029392994011863
16,3,97,3,0.40381168253628347
16,3,98,1,0.47771884861506764
16,3,99,0,0.4785263944822102
16,3,100,3,0.4581188049912513
16,3,101,3,0.41339106588715857
16,3,102,3,0.41729487230159834
16,3,103,4,0.32754416561618344
16,3,104,1,0.4832697059000852
16,3,105,4,0.4348182549426984
16,3,106,4,0.41349131628490726
16,3,107,3,0.44744667279649625
16,3,108,-1,0.5035767242198019
16,3,109,-1,0.5861777977283001
16,3,110,1,0.513707101854382
16,3,111,3,0.41168709443957835
16,3,112,-4,0.4579566935925945
16,3,113,4,0.4424272793640547
16,3,114,2,0.519217552435846
16,3,115,0,0.5021825205103763
16,3,116,3,0.3465216750154039
16,3,117,0,0.4060161516690563
16,3,118,0,0.4897487650982466
16,3,119,-3,0.4928845439416122
16,3,120,1,0.5027068013138327
16,3,121,-1,0.538424442419742
16,3,122,1,0.496948363008068
16,3,123,3,0.4525869734554164
16,3,124,4,0.34607257774662287
16,3,125,-1,0.5434218316337204
16,3,126,-2,0.4580688939714121
16,3,127,4,0.39863427633901355
16,3,128,-3,0.4663002448364754
16,3,129,2,0.4736938513399473
16,3,130,-3,0.4483238079872487
16,3,131,-1,0.4969227580500613
16,3,132,-2,0.5023415590495506
16,3,133,3,0.4817966840226909
16,3,134,-1,0.590822240226414
16,3,135,0,0.48304770203137504
16,3,136,3,0.4578036331048164
16,3,137,-1,0.503884317847955
16,3,138,-1,0.5316471312187425
16,3,139,-2,0.48545035286795524
16,3,140,0,0.493724436056541
16,3,141,-3,0.5154022546634843
16,3,142,-3,0.4760600769896507
16,3,143,-4,0.4145632971617677
16,3,144,1,0.42835401420136593
16,3,145,-1,0.4799639846245811
16,3,146,0,0.49174571980884285
16,3,147,-1,0.49622460058723505
16,3,148,-2,0.49369700071551165
16,3,149,0,0.46799174743463007
16,3,150,-1,0.599026691484744
16,3,151,-1,0.5337473333178039
16,3,152,1,0.602938656139001
16,3,153,1,0.4958449723941883
16,3,154,-1,0.5808316637074962
16,3,155,0,0.5038671727146168
16,3,156,-1,0.5160794091509979
16,3,157,2,0.4873534837274105
16,3,158,3,0.42718865304364173
16,3,159,2,0.47349630468412196
16,3,160,4,0.3850458865872696
16,3,161,2,0.4961008553003917
16,3,162,2,0.4610059540766944
16,3,163,2,0.43821674450626447
16,3,164,1,0.6015504688747351
16,3,165,3,0.3667080591134032
16,3,166,-4,0.419995980255362
16,3,167,3,0.43107962737726635
16,3,168,-4,0.37791122402904687
16,3,169,-4,0.39039349557540254
16,3,170,2,0.47926901730757393
16,3,171,-4,0.4309912974923566
16,3,172,-4,0.37425442819876836
16,3,173,3,0.4397629771549283
16,3,174,3,0.4422224881697171
16,3,175,2,0.45932242081120833
16,3,176,-2,0.4946246810744163
16,3,177,-4,0.36458015019257917
16,3,178,4,0.35064390319720895
16,3,179,2,0.4633352037387294
16,3,180,4,0.3121156574599439
16,3,181,1,0.576625838267129
16,3,182,3,0.5125835410185855
16,3,183,0,0.48375735944089987
16,3,184,-2,0.5412242931693713
16,3,185,1,0.4954758135543757
16,3,186,-3,0.49274166906677525
16,3,187,-1,0.5963845986168029
16,3,188,0,0.4921802026309021
16,3,189,3,0.4501741759938783
16,3,190,3,0.46380540141638454
16,3,191,3,0.41739735539651085
16,3,192,-1,0.5169842034033189
16,3,193,3,0.43895982755819063
16,3,194,4,0.39190925281383104
16,3,195,4,0.3871203195913642
16,3,196,-2,0.500848937474227
16,3,197,2,0.446838820506184
16,3,198,-2,0.48124949382743054
16,3,199,-1,0.5741600774007829
